lat,lon,name,weight,food
49.2163595,-122.6049356,Triple O's,2.0,1
49.2198124,-122.6019146,Chameleon,6.0,1
49.2199383,-122.6019137,Subway,2.0,1
49.2203891,-122.601896,Green House Cafe & Bistro,6.0,1
49.2203799,-122.6024127,Silver House Restaurant,6.0,1
49.2206711,-122.6025932,Ebi Sushi,6.0,1
49.2206129,-122.6062531,Gratia Bakery & Cafe,3.0,1
49.2203841,-122.6068322,La Trattoria,6.0,1
49.2206153,-122.6043994,Donair City Gyros,6.0,1
49.2207572,-122.590919,SUSHI SAMA,6.0,1
49.2208584,-122.5876685,Brownies Chicken & Seafood,2.0,1
49.2207153,-122.5854669,Tim Hortons,3.0,1
49.2205735,-122.5573529,Starbucks,3.0,1
49.2205909,-122.5575978,Subway,2.0,1
49.239286,-123.0527783,Andamiro Korean Bistro,6.0,1
49.2286846,-122.999787,Colour See See Shanghainese Cuisine,6.0,1
49.2287857,-123.0000635,Yaguchiya Ramen,6.0,1
49.1980237,-122.9785339,Pizza Hut,6.0,1
49.1043473,-122.6505345,RIB & CHICKEN,6.0,1
49.1039632,-122.6505489,Hot Spot Pizza,2.0,1
49.1037077,-122.6502847,Maru Japanese Restaurant,6.0,1
49.1035063,-122.6516175,Pho 777 Vietnamese Restaurant,6.0,1
49.1034035,-122.6538181,Venetis Restaurant,6.0,1
49.1050087,-122.6598889,Dairy Queen,2.0,1
49.1051536,-122.6594585,Robin's Donuts,2.0,1
49.1071104,-122.665652,Lemon Bakery,3.0,1
49.1084731,-122.6670714,Naka Bistro Lao & Thai Cuisine,6.0,1
49.2250996,-123.1014359,All India Sweets & Restaurant,6.0,1
49.2248105,-123.1018704,Himalaya Restaurant,6.0,1
49.2802382,-123.1232584,Railtown Cafe,3.0,1
49.2798153,-123.1236381,Freshii,6.0,1
49.0605339,-122.7362321,Tim Hortons,3.0,1
49.2382172,-123.0321396,Milk & Sugar BBQ Bar,6.0,1
49.2810135,-123.0563034,Thailicious,6.0,1
49.0459554,-122.7971911,Healthy Monkey Cafe,3.0,1
49.0458177,-122.7972582,Sushi Mori,6.0,1
49.1633285,-123.1363369,Memory Corner,6.0,1
49.172236,-123.1358351,Dinesty Dumpling House,6.0,1
49.1809803,-123.1348283,Lai Leung,2.0,1
49.2327946,-123.034803,Wang's Shanghai Cuisine,6.0,1
49.1262429,-123.1844405,Ichiro Japanese Restaurant,2.0,1
49.1945973,-122.8457067,KFC,2.0,1
49.1942617,-122.8447996,Church's Chicken,2.0,1
49.2243084,-122.9854875,Jin Jiang Shanghai Restaurant,6.0,1
49.2737081,-123.1234743,Ki Isu Japanese Restaurant,6.0,1
49.2737767,-123.1232261,Little Saigon Yaletown,6.0,1
49.2873005,-123.1283864,Koyuki Sapporo Ramen,6.0,1
49.2093679,-123.1165285,Starbucks,3.0,1
49.2094689,-123.1164992,Subway,2.0,1
49.2101551,-123.1161572,Pink Elephant Thai Restaurant,6.0,1
49.2670223,-123.1451203,Elysian Coffee Roasters,3.0,1
49.178517,-123.13296,Tian Shi Fu Restaurant,6.0,1
49.12375,-123.183833,Kari House,6.0,1
49.1240103,-123.1808928,Starbucks,3.0,1
49.2711559,-123.1358083,The Keg,6.0,1
49.2706361,-123.1366509,The Vancouver Fish Company,6.0,1
49.2707436,-123.1363777,Tony's Fish and Oyster Café,6.0,1
49.2719814,-123.134014,The Sandbar,6.0,1
49.2226452,-122.9823108,On On Wonton House,6.0,1
49.222971,-122.9841291,White Spot,6.0,1
49.2228133,-122.9835929,Little Caesars,2.0,1
49.2265557,-122.9932203,Narita Sushi,6.0,1
49.2265741,-122.9930695,Chongqing Qing Qin-Ma Hot Pot Restaurant,6.0,1
49.2280822,-122.9978351,Subway,2.0,1
49.2282193,-122.9983026,Old Street,6.0,1
49.2290001,-123.000461,Cactus Club Cafe,6.0,1
49.2769818,-122.8550108,A&W,2.0,1
49.2839076,-122.7934359,Caffe Divano,3.0,1
49.2859301,-123.1182815,Blenz Coffee,3.0,1
49.275651,-123.2017542,The Galley Restaurant and Grill,6.0,1
49.125729,-123.0926925,Que Pasa,2.0,1
49.2873653,-123.1287891,Bubble World Tea House,3.0,1
49.2986719,-122.7866886,Sushi Boss,6.0,1
49.2662105,-123.2477216,Bao Down,6.0,1
49.1339419,-122.839023,Planet India Restaurant,6.0,1
49.1343893,-122.839424,Canadian 2 for 1 Pizza,2.0,1
49.1238444,-123.1842621,The Village Burgery,2.0,1
49.249452,-123.0898806,Nammos Estiatorio,6.0,1
49.2498662,-123.0898679,Good Sushi,6.0,1
49.2497616,-123.0898772,Penang Bistro,6.0,1
49.249653,-123.0898834,Royal Fortune Szechuan Restaurant,6.0,1
49.2484965,-123.0899419,Subway,2.0,1
49.2477372,-123.0903665,Yummy Fat's,6.0,1
49.2474538,-123.0900006,Prado Cafe,3.0,1
49.246691,-123.0903554,JJ Bean Coffee Roasters,3.0,1
49.2809809,-123.0888583,Vancouver Public Library - nə́c̓aʔmat ct Strathcona Branch,2.0,0
49.2133637,-122.9197114,Papa John's,2.0,1
49.213312,-122.919797,Mongo Bongo Mongolian Grill,6.0,1
49.2132339,-122.9199532,Pho Chung Nam Restaurant,6.0,1
49.2041088,-122.9065655,The Heritage Grill,6.0,1
49.2041934,-122.9064041,Pho Pho You,6.0,1
49.2014831,-122.9134528,Ramen Hachi,6.0,1
49.1993623,-122.9132196,Angelina's Restaurant,6.0,1
49.2882578,-123.1405916,Delanys Coffee,3.0,1
49.2883458,-123.1404577,Fatburger,6.0,1
49.2885437,-123.1401479,Akira,6.0,1
49.2889364,-123.1395296,Cacao 70,3.0,1
49.2889429,-123.1390161,Burger King,2.0,1
49.2327351,-123.023744,iGame Arena,3.0,1
49.2321796,-123.0301088,Sing Kee Restaurant,6.0,1
49.2320493,-123.0262792,Sugar Loop by Westcoast Darts Cafe,3.0,1
49.2320583,-123.0260791,Icy Bar,6.0,1
49.2060719,-123.125509,McDonald's,2.0,1
49.1589744,-122.7809639,D-Plus Pizza,2.0,1
49.1589776,-122.7808844,Diamond sweets & restaurant,6.0,1
49.1585249,-122.7810967,Full Ramen,6.0,1
49.2302196,-123.0908245,Angel Cafe,6.0,1
49.2321981,-123.0903909,Boba Monster,3.0,1
49.2322594,-123.0903936,Green Leaf Bubble Tea,3.0,1
49.2252584,-123.0903841,Sushi Moon,6.0,1
49.2251518,-123.0904703,Starbucks,3.0,1
49.2248465,-123.0909786,Shoom Restaurant,6.0,1
49.2246588,-123.0909787,Yu Xiang Yuan Restaurant,6.0,1
49.2262041,-123.090544,Samurai Sushi on Fraser,6.0,1
49.227687,-123.0904914,Deer Garden Signatures,6.0,1
49.2279638,-123.0904887,Ho Yuen Kee Restaurant,6.0,1
49.229274,-123.090478,Dockers Family Restaurant,6.0,1
49.2411883,-123.1016542,Sushi Hub,6.0,1
49.2434136,-123.1011851,Pho Tan Restaurant,6.0,1
49.244604,-123.1011026,King's Chinese Cuisine,6.0,1
49.2458651,-123.1014424,Dream Sushi,6.0,1
49.2570082,-123.1148128,Nabebugyo Hot Pot Cuisine,6.0,1
49.2505192,-123.0764488,Falafel Cafe,3.0,1
49.2507344,-123.0768216,Sun Bo Kong Vegetarian Restaurant,6.0,1
49.2511829,-123.0784268,Grace of India,6.0,1
49.2510662,-123.0786825,Domino's,2.0,1
49.2511789,-123.0789198,Hai Phong Vietnamese Restaurant,6.0,1
49.2516531,-123.0796219,Hoy's Wonton House,6.0,1
49.2542839,-123.0850295,BT Cafe,3.0,1
49.2573892,-123.0909119,Osteria Savio Volpe,6.0,1
49.2574262,-123.0910754,Los Cuervos Taqueria & Cantina,6.0,1
49.2572676,-123.0898844,The Lion's Den Cafe,6.0,1
49.2572851,-123.0901365,Matchstick Coffee Roasters,3.0,1
49.1624504,-122.7906787,Assinis,6.0,1
49.1583055,-122.7806064,Starbucks,3.0,1
49.1624616,-122.7905606,Subway,2.0,1
49.2896666,-122.7853435,,1.0,1
49.0481021,-122.3426806,Jasmine Garden Seafood Restaurant,6.0,1
49.0478696,-122.3431735,Classic Pizza,2.0,1
49.04831,-122.3418519,Great Pizza 2 for 1,2.0,1
49.036598,-122.2939306,Tim Hortons,3.0,1
49.2332919,-123.1561315,Vancouver Public Library Kerrisdale Branch,2.0,0
49.0489231,-122.3807319,Giddy Up Pizza -n- Curry,2.0,1
49.2105091,-123.1069,Starbucks,3.0,1
49.2866651,-123.11834,JOEY Bentall One,6.0,1
49.3365781,-123.0380044,Waves Coffee,3.0,1
49.2472892,-122.8911372,,3.0,1
49.2473653,-122.89185,,1.0,1
49.0954257,-122.8980932,,1.0,1
49.2457475,-123.0660233,Viva Sushi Bar,6.0,1
49.2473186,-123.0694396,Jarrito Loco Tacos,6.0,1
49.2472767,-123.0693382,My Chau Restaurant,6.0,1
49.249366,-123.0763485,J.R Taste Of Ceylon,6.0,1
49.2496541,-123.0763345,Knight Street Cafe,6.0,1
49.2493186,-123.0736284,Pink Peppercorn Seafood House,6.0,1
49.2493978,-123.0739174,Icy Bar,6.0,1
49.0409767,-123.0876795,SMK Smokery + Bar,6.0,1
49.231433,-123.0316383,Panago Pizza,2.0,1
49.2806426,-123.002827,Afghan Turkish Cuisine,6.0,1
49.280825,-123.0025432,Ramen Gaoh,6.0,1
49.2811646,-123.0007477,ZenQ,3.0,1
49.2808472,-123.0020149,Take Sushi,6.0,1
49.2811443,-123.0020054,Stan's Pizza Joint,6.0,1
49.2808737,-123.0010698,Caffe Divano,3.0,1
49.2811411,-122.999343,Paul's Restaurant,6.0,1
49.2811551,-122.9991927,X-Site Grill & Bistro,6.0,1
49.2805588,-123.1169062,Cafe Medina,3.0,1
49.2809406,-123.1269099,Beyond Coffee,3.0,1
49.2789073,-123.1221767,Uncle Fatih's Pizza,2.0,1
49.2810223,-123.1189956,Meat & Bread,6.0,1
49.280548,-123.1213662,McDonald's,2.0,1
49.280963,-123.1189157,Aladdin Cafe,6.0,1
49.28109,-123.1190968,Five Guys,2.0,1
49.2616326,-123.0700247,Commercial Sushi,6.0,1
49.2800677,-123.1085277,Pizzeria Ludica,6.0,1
49.2796239,-123.1086071,Hai Phong,6.0,1
49.2808958,-123.1078452,Tsuki Sushi Bar,6.0,1
49.2616851,-123.0700316,Subway,2.0,1
49.2625624,-123.0695251,Blenz Coffee,3.0,1
49.2800297,-123.1086595,Brothers,3.0,1
49.2807869,-123.1078361,Taishoken,6.0,1
49.2805834,-123.1028286,Musette Caffè,3.0,1
49.2831516,-123.1154178,A&W,2.0,1
49.2810728,-123.118583,Ryuu,6.0,1
49.2820489,-123.118486,Starbucks,3.0,1
49.2827779,-123.1116632,Finch's,3.0,1
49.2792876,-123.1226649,Hungry Guys,2.0,1
49.2774158,-123.1255337,Wings,6.0,1
49.1688871,-122.5791657,Jim's Pizza,6.0,1
49.1695461,-122.5767148,Blacksmith Bakery,3.0,1
49.2725841,-123.1479944,Juliet's Cafe,3.0,1
49.2725937,-123.1484867,Flying Wedge Pizza,2.0,1
49.2725847,-123.1487051,Planet Veg,2.0,1
49.2725886,-123.1483117,Vera's Burger Shack,2.0,1
49.2725841,-123.1486132,Panne Rizo,3.0,1
49.2725892,-123.1488841,Bean Around the World,3.0,1
49.2725828,-123.1485578,Al Basha,2.0,1
49.2726099,-123.1491431,Charqui Grill,6.0,1
49.2727038,-123.1472939,Siegel's Bagels,2.0,1
49.2724816,-123.1545482,Thai Basil,6.0,1
49.2733132,-123.11993,Starbucks,3.0,1
49.290842,-123.1342117,YiFang Taiwan Fruit Tea,3.0,1
49.2826072,-123.0006149,McGill Library,2.0,0
49.2642737,-122.7665374,Rainbow Butterfly,6.0,1
49.2837791,-122.8096883,Sultan's Delicious Donair,2.0,1
49.2781282,-122.8112429,Burger King,2.0,1
49.2782009,-122.8115542,Subway,2.0,1
49.2782179,-122.8119643,Rio Brazilian Steak House,6.0,1
49.2785669,-122.8188661,,3.0,1
49.260901,-123.139202,Heirloom,6.0,1
49.233909,-123.15367,Ajisai Sushi Bar,6.0,1
49.2032393,-122.9081366,Starbucks,3.0,1
49.2723148,-123.1551667,Nimby Burger,2.0,1
49.2352507,-123.1557393,Subway,2.0,1
49.2354571,-123.1560864,Secret Garden Tea Company,3.0,1
49.2360088,-123.1556952,China Lan Lanzhou Beef Noodle,6.0,1
49.2376572,-123.1556393,White Spot,6.0,1
49.2374525,-123.1556357,Bufala,6.0,1
49.2379505,-123.1556108,Comebuy Bubble Tea,3.0,1
49.2377976,-123.1556386,Sushi King House,6.0,1
49.2346965,-123.1564381,Jinya Ramen Bar,6.0,1
49.2344956,-123.1573182,Caffè Artigiano,3.0,1
49.2344715,-123.1593632,Legato Cafe,3.0,1
49.2347686,-123.1616606,Minerva,6.0,1
49.2350698,-123.1615131,One Bowl,3.0,1
49.2343745,-123.1615078,Jin Jiang Japanese Restaurant,6.0,1
49.2345339,-123.161902,Lok's Chinese Restaurant,6.0,1
49.2344778,-123.1605904,Starbucks,3.0,1
49.2362672,-123.1851138,Moki's Pizza,6.0,1
49.2577685,-123.1857254,Dunbar Sushi,6.0,1
49.2645248,-123.1845754,Taste of Thai,6.0,1
49.2636616,-123.187105,Rajio Japanese Public House,6.0,1
49.2633833,-123.1866515,NOURISH,3.0,1
49.263878,-123.205001,Subway,2.0,1
49.2638982,-123.2058958,Enigma Urban Eatery & Bar,6.0,1
49.2639234,-123.2061777,Tim Hortons,3.0,1
49.263934,-123.2063879,Ginger & Chili,6.0,1
49.2636669,-123.2051855,Figaro Café + Bakery,3.0,1
49.2636951,-123.2067722,Takumi Japanese Restaurant,6.0,1
49.263672,-123.20716,Burgoo,6.0,1
49.2634614,-123.2089127,The Kitchen,6.0,1
49.2637428,-123.2104101,Pizza Hut,6.0,1
49.2637147,-123.2108476,The Diner,6.0,1
49.2636844,-123.2081906,Darcy's Cafe,3.0,1
49.2637023,-123.2077053,Dentry's Irish Grill,6.0,1
49.2639253,-123.2073519,DoDo Sushi,6.0,1
49.250421,-123.034043,Lucky Plus Restaurant,6.0,1
49.2546026,-123.0227873,Mr. Pan Pizza,2.0,1
49.2545986,-123.0225224,Waffle Gone Wild,6.0,1
49.2544973,-123.0220975,Big Star Sandwich Co.,6.0,1
49.2548809,-123.0206833,Nu Sushi Bar,6.0,1
49.2549229,-123.0195594,James Street Cafe & Grill,6.0,1
49.2562863,-123.0232744,Burnaby Palace Restaurant,6.0,1
49.2621251,-123.0296212,Happy Valley Dim Sum Seafood Restaurant,6.0,1
49.2643129,-123.0114062,812 Cake & Deesert,3.0,1
49.2642998,-123.0106607,Joy Sushi,6.0,1
49.2676308,-123.0035092,Subway,2.0,1
49.2657453,-123.0055504,Ricky's Cafe,6.0,1
49.2630462,-123.1159688,Chipotle,2.0,1
49.2676145,-123.0035285,Subway,2.0,1
49.3069368,-122.9533963,Starbucks,3.0,1
49.3073274,-122.9539014,Cove Sushi,6.0,1
49.2887562,-123.1150926,Bellaggio Café & Gelateria,3.0,1
49.3069369,-122.9535048,Nektar's Pizza and Greek food,6.0,1
49.3072733,-122.9539015,The Village Table,6.0,1
49.1263924,-122.3836176,The Apothecary,3.0,1
49.1819442,-123.1357783,Shun Feng Seafood Restaurant,6.0,1
49.0213607,-122.8055126,Five,6.0,1
49.2608512,-123.1161648,A&W,2.0,1
49.2710268,-123.1466969,Blue Sky Japanese Bistro Ltd,6.0,1
49.1124073,-122.7307639,Foodies,2.0,1
49.1123607,-122.7297011,Diamond Buffet,6.0,1
49.168659,-122.5811854,,1.0,1
49.1686933,-122.5812584,Vy's Pho,6.0,1
49.1674245,-122.5720493,lelem at the Fort,3.0,1
49.1987198,-122.8511017,Waves Coffee,3.0,1
49.2786045,-123.1184591,Per Se Social Corner,6.0,1
49.2764803,-123.1148881,On Yogurt,6.0,1
49.2806424,-123.1312774,Fit Camp Foods,2.0,1
49.1990317,-122.8129574,A1 Coffee & Donuts,3.0,1
49.2885009,-123.1391648,3 Quarters Full Cafe,3.0,1
49.290566,-123.1370567,Kingyo,6.0,1
49.1827337,-123.1355223,Yuan's Shanghai Serendipity Cuisine,6.0,1
49.1832711,-123.1361756,Northern Style Chinese Restaurant,6.0,1
49.2582253,-122.9554724,Gaya Sushi,6.0,1
49.2235225,-122.983696,Liuyishou Hotpot,6.0,1
49.2234246,-122.9860604,Sugar Lab,6.0,1
49.2234467,-122.9867609,T's Home,3.0,1
49.223448,-122.9869663,The Mill Cafe,3.0,1
49.2393218,-122.9635447,Subway,2.0,1
49.2393633,-122.963773,Chettinad Dosa Palace,6.0,1
49.239247,-122.9632276,Deer Lake Wonton House,6.0,1
49.2737748,-123.0987118,Main St. Station Farmers Market,9.0,0
49.0905017,-123.0803528,Freshslice Pizza,2.0,1
49.2830332,-122.8260224,Olive The Best,9.0,0
49.0315176,-122.8016515,Sapporo Kitchen,6.0,1
49.0340836,-122.8009456,Fatburger,2.0,1
49.0348989,-122.8008819,Lee Yuen Seafood Restaurant,6.0,1
49.0375485,-122.8009329,Boston Pizza,6.0,1
49.0382044,-122.8009489,Rokku Asian Cuisine,6.0,1
49.0396209,-122.8015846,Dairy Queen,2.0,1
49.0450983,-122.8008017,Pizza Pizza,2.0,1
49.0463697,-122.8016813,IHOP,6.0,1
49.048996,-122.7967134,Newton Pizza,2.0,1
49.0450198,-122.7785848,Liberty Kitchen,6.0,1
49.0452315,-122.7786492,Browns Socialhouse,6.0,1
49.0461302,-122.7824574,Famoso Neapolitan Pizzeria,6.0,1
49.0465479,-122.7841224,Sammy J's Grill & Bar,6.0,1
49.0472452,-122.7839835,Noodlebox,6.0,1
49.047517,-122.784328,Sushi Castle,6.0,1
49.0478089,-122.7849282,Chopped Leaf,6.0,1
49.0477624,-122.7851888,Menzou Ramen & Bubble Tea,6.0,1
49.0481897,-122.7832772,Starbucks,3.0,1
49.0452753,-122.7772226,Fatburger,2.0,1
49.0451896,-122.7776978,Barcelos Flame Grilled Chicken,6.0,1
49.0451844,-122.7774453,Woo Korean BBQ,6.0,1
49.044654,-122.7772023,Big Star Sandwich Co.,6.0,1
49.0446042,-122.776713,Afghan Kitchen,6.0,1
49.0443228,-122.7767211,Chutneys Indian Grill,6.0,1
49.0451866,-122.7781347,Freshii,6.0,1
49.0431819,-122.7804231,Wok Box,6.0,1
49.0431711,-122.7802231,Subway,2.0,1
49.0430859,-122.7797305,Papa John's,2.0,1
49.0421682,-122.7796269,Kami Sushi,6.0,1
49.0450387,-122.7910557,Bucky's West Coast Pizzeria,6.0,1
49.0292406,-122.8000061,Dining Wok Shanghai Restaurant,6.0,1
49.0292578,-122.8005183,Pho 777 Vietnamese Restaurant,6.0,1
49.0291017,-122.8010046,Café 8,6.0,1
49.0289361,-122.8010181,Mala Factory,6.0,1
49.0284562,-122.7994974,Kappa Japanese Restaurant,6.0,1
49.030607,-122.7993445,Punje Spice Indian Restaurant,6.0,1
49.0307761,-122.7993521,Silver Dragon Restaurant,6.0,1
49.2209708,-122.9884826,Ki Tea House Cafe,3.0,1
49.2188492,-122.9645805,Deer Garden Signatures,6.0,1
49.2187407,-122.9645826,Pearl Hot Pot,6.0,1
49.2186256,-122.964318,Pho Century Fine Vietnamese Cuisine,6.0,1
49.2763822,-122.857784,Golphis Steak & Lobster,6.0,1
49.2469558,-122.8920874,Coffeeholic,3.0,1
49.1390234,-122.8895927,Sapphire Bistro,6.0,1
49.1374505,-122.8907988,Subway,2.0,1
49.1322496,-122.892191,Ricky's All Day Grill,6.0,1
49.1917591,-123.1203155,Shanghai Wonderful Restaurant,6.0,1
49.1708897,-122.5768044,The Bedford House,6.0,1
49.170241,-122.5781433,Wendel's Bookstore & Cafe,3.0,1
49.1697788,-122.5786154,Lamplighter,6.0,1
49.1694566,-122.5790229,1827,6.0,1
49.1696479,-122.5783232,Beatniks Bistro,6.0,1
49.1693196,-122.5787749,50's Cafe,3.0,1
49.1992381,-122.9792371,Starbucks,3.0,1
49.1364128,-122.889114,Nando's Chicken,6.0,1
49.1611891,-122.8909087,Pinch of Spice,6.0,1
49.1687435,-122.5798414,Iron Chief,6.0,1
49.16977,-122.5765302,Tokyo Garden,6.0,1
49.23414,-123.1399405,Grand Honour,6.0,1
49.1240007,-123.1843051,Timothy's Frozen Yogurt,3.0,1
49.1239577,-123.1846411,Sockeye City Grill,6.0,1
49.2850193,-123.1145937,Quantum Coffee,3.0,1
49.282596,-123.1119502,Osteria Autostrada,6.0,1
49.2818319,-123.1234128,Boston Pizza,6.0,1
49.2787028,-123.1302045,Maple Leaf Delicatessen Coffe Shop,3.0,1
49.2820073,-123.1229687,Hubbub,6.0,1
49.2807616,-123.1248877,Sushi Maki,2.0,1
49.3011514,-122.9561982,Wally's Burger,2.0,1
49.291775200000004,-123.1383676,Adesso,6.0,1
49.048462,-122.3389052,Burger King Drive-Through,2.0,1
49.0308389,-122.2927275,Sushi Box,2.0,1
49.0306475,-122.2927211,City Blends Coffee,3.0,1
49.0307787,-122.2922045,Fish & Chips,6.0,1
49.2916513,-123.1354557,Starbucks,3.0,1
49.2918102,-123.1351892,Tetsu Sushi Bar,6.0,1
49.201214,-122.9139036,Van Thai Restaurant,6.0,1
49.205019,-122.9098717,Royal Hut Pizza,2.0,1
49.2050455,-122.9099145,Royal Tandoori,6.0,1
49.2634035,-123.1872815,Sushi Gallery,6.0,1
49.2641812,-123.1840524,Handi,6.0,1
49.264051,-123.1750528,Cafe D'Lite,6.0,1
49.2640525,-123.1748296,Ramen Sanpachi,6.0,1
49.2637362,-123.2101399,Gold Train Express,6.0,1
49.2640536,-123.1749099,,3.0,1
49.2640299,-123.1745214,nuba,6.0,1
49.2640168,-123.1733645,Neverland Tea Salon,3.0,1
49.2639721,-123.1711478,Acropol Taverna,6.0,1
49.2639753,-123.1713499,Quiznos,2.0,1
49.2639522,-123.1695223,Tandoori Fusion,6.0,1
49.2639335,-123.1678232,Uncle Faith's Pizza,2.0,1
49.2639326,-123.1676074,iki Japanese Bistro,6.0,1
49.2632325,-123.1364612,Bella Pizza,2.0,1
49.2632564,-123.1276427,Barista Cafe,3.0,1
49.2633147,-123.1291653,Shi Zen ha,6.0,1
49.2632444,-123.1255405,Subway,2.0,1
49.2632212,-123.1252438,Pondok,6.0,1
49.2631809,-123.1221438,Donair Spot,6.0,1
49.2628323,-123.1032243,Subway,2.0,1
49.2625523,-123.0693702,A&W,2.0,1
49.2628756,-123.0695249,Booster Juice,2.0,1
49.2626734,-123.0693702,Neptune Express,6.0,1
49.2627967,-123.0693624,Megabite Pizza,2.0,1
49.238319,-123.0323183,Super Great Pizza,2.0,1
49.226149,-122.9917461,Tian Shi Fu Restaurant,6.0,1
49.2217132,-122.9806709,Hanwoori Korean Restaurant,6.0,1
49.2244514,-122.9878671,Ramen Raijin,6.0,1
49.2230063,-122.932963,Baba Sweets & Restaurant,6.0,1
49.1808035,-123.1346606,Creating Taste,6.0,1
49.0615079,-122.3166064,Ray and Millie Silver Aboriginal Library,2.0,0
49.2266714,-123.0905213,Freshslice Pizza,2.0,1
49.2317166,-123.0904136,L & G Bubble Tea,3.0,1
49.1937865,-123.133643,Richmond Night Market,6.0,1
49.2269075,-123.0905378,Pho Hong Restaurant,6.0,1
49.0658455,-122.3268736,Pioneer Corner,3.0,1
49.0616867,-122.3244631,Kiwanis Banquet Hall,6.0,0
49.1767688,-122.6735666,A&W,2.0,1
49.2110929,-123.1407058,Subway,2.0,1
49.1961883,-123.1262237,Sea Harbour Seafood restaurant,6.0,1
49.2807931,-123.1191954,Red Burrito,2.0,1
49.2801081,-123.1251174,Gyu-Kaku,6.0,1
49.2817816,-123.1117459,Java Cat,3.0,1
49.2777207,-123.1267774,Rorimomo,6.0,1
49.2777827,-123.1268532,Truffles,3.0,1
49.2838195,-123.1118877,Waves Coffee,3.0,1
49.2684763,-123.1671204,The Oakwood,6.0,1
49.2833711,-123.1145504,Peqish,2.0,1
49.2845542,-123.1133241,Kita no Donburi,2.0,1
49.2834954,-123.1149019,Pizza Vancouver,2.0,1
49.2847964,-123.1243067,Sushi Yan,6.0,1
49.2838527,-123.1143645,Chihuahua's,6.0,1
49.2846244,-123.1218388,Starbucks,3.0,1
49.282623,-123.109344,Meat & Bread,2.0,1
49.2827131,-123.1093153,Fresh Bowl,2.0,1
49.1880051,-122.8492686,Blenz Coffee,3.0,1
49.2789629,-122.9155195,Smoke's Poutinerie,2.0,1
49.2531282,-123.0831059,Dai Tung,6.0,1
49.2833178,-123.1191002,Cafe Bel,3.0,1
49.2262196,-123.0018742,Chattime,3.0,1
49.2643371,-123.1747924,,3.0,1
49.2642652,-123.1718011,Pokay,6.0,1
49.2642636,-123.1717479,Harvest Delicatessen,6.0,1
49.2642602,-123.1716944,TeraVBurger,6.0,1
49.0365002,-122.2912574,Starbucks,3.0,1
49.0365027,-122.2908016,Mary Brown's Famous Chicken & Taters!,2.0,1
49.036505,-122.2908769,Ra Sushi,6.0,1
49.0365043,-122.2907179,freshii,2.0,1
49.10485,-122.8028182,Chopped Leaf,6.0,1
49.2805051,-122.9777976,Zeta Cafe,2.0,1
49.2812021,-122.9998854,A&W,2.0,1
49.2813429,-123.0229786,Hiro Sushi,2.0,1
49.2336682,-123.0345438,Sushi Aji,6.0,1
49.2318915,-123.02888,Happy Tree House BBQ,6.0,1
49.2690014,-123.0445183,My Frosty,3.0,1
49.2684181,-123.0444669,Jiro Sushi & Ramen,6.0,1
49.2634545,-123.1407716,Trees Organic,3.0,1
49.2636205,-123.1502883,Blenz Coffee,3.0,1
49.2636452,-123.1534206,Gyo Para -Gyoza and Ramen Paradise,6.0,1
49.2641802,-123.1574706,Hearts & Vine Cafe,3.0,1
49.2642829,-123.1860874,Good Earth Coffeehouse,3.0,1
49.2652176,-123.2507822,Starbucks,3.0,1
49.2659738,-123.2500204,Loafe,3.0,1
49.2659992,-123.2463424,The Boulevard Coffee Roasting Co.,3.0,1
49.2678638,-123.1573505,Kokomo,3.0,1
49.2637118,-123.1546883,Yagoto Sushi Dining,6.0,1
49.2637652,-123.1573383,IGA Bistro,3.0,1
49.2628679,-123.0569209,Phoenix Garden,6.0,1
49.2780055,-122.912328,Club Ilia,6.0,1
49.133034,-123.0934313,The Chopped Leaf,2.0,1
49.1486894,-123.1817215,Freshii,2.0,1
49.1971817,-123.1755871,Bahn Shop,2.0,1
49.2847804,-123.1227707,Thierry,3.0,1
49.021388,-122.8055958,Dolce Gelato,6.0,1
49.2831953,-123.0949154,The MacKenzie Room,6.0,1
49.1838883,-123.0941637,Continental Seafood Restaurant,6.0,1
49.1838653,-123.0929638,Domino's,2.0,1
49.183931,-123.094599,Kiyo Sushi,6.0,1
49.1834585,-123.092175,Lotus,6.0,1
49.1829116,-123.0921256,Panago Pizza,2.0,1
49.1835995,-123.0946044,Richmond Public Library - Cambie Branch,2.0,0
49.1838703,-123.0933981,Subway,2.0,1
49.1838695,-123.0932881,Tandoori Kona,6.0,1
49.3338382,-123.0384328,Tim Hortons,3.0,1
49.1958534,-123.1769814,Freshii,2.0,1
49.195937,-123.1770558,Pajo’s,2.0,1
49.197642,-123.1745765,Tim Hortons,3.0,1
49.1551644,-123.1238125,Subway,2.0,1
49.155121,-123.1248975,Royal Seafood Restaurant,6.0,1
49.1551956,-123.1246202,Saigon City,6.0,1
49.1551351,-123.1243923,Blenz Coffee,3.0,1
49.1544601,-123.1247497,Little Caesars,2.0,1
49.1541422,-123.1240463,Chatime,3.0,1
49.1541583,-123.1242837,Kidz Etc.,3.0,1
49.2509254,-123.077162,Dosa Factory,6.0,1
49.1856947,-122.801637,Nando's,6.0,1
49.2756158,-123.1151739,Fresh Japanese Restaurant,6.0,1
49.2274296,-123.1168286,Chatime,3.0,1
49.2896711,-123.1384396,Yeh!,2.0,1
49.2896102,-123.1385336,A&W,2.0,1
49.289715,-123.1383784,Peaked Pies,2.0,1
