lon,lat
-123.016179,49.281071
-123.016274,49.281071
-123.016385,49.281071
-123.016422,49.281071
-123.018472,49.281082
-123.018524,49.281082
-123.018634,49.281083
-123.018766,49.281084
-123.018811,49.281084
-123.020968,49.281098
-123.02186,49.281108
-123.023223,49.281125
-123.023268,49.281125
-123.023352,49.281125
-123.023642,49.281125
-123.023801,49.281125
-123.023838,49.281125
-123.024423,49.281126
-123.0256,49.281123
-123.025713,49.281122
-123.025848,49.281122
-123.025913,49.281123
-123.02636,49.281124
-123.026594,49.281124
-123.027578,49.281128
-123.028016,49.281128
-123.028182,49.281129
-123.028227,49.281129
-123.028333,49.281129
-123.02845,49.28113
-123.028511,49.28113
-123.029243,49.281126
-123.029519,49.281164
-123.029956,49.281176
-123.030704,49.28119
-123.030953,49.281195
-123.031217,49.281326
-123.031258,49.281362
-123.031379,49.28146
-123.031398,49.282488
-123.031399,49.28317
-123.031398,49.283222
-123.031396,49.283345
-123.0314,49.283539
-123.0314,49.283567
-123.031404,49.2837
-123.031391,49.284792
-123.031389,49.285616
-123.031378,49.285823
-123.031371,49.28588
-123.031337,49.28604
-123.031279,49.28622
-123.031182,49.286434
-123.030991,49.286726
-123.030823,49.286939
-123.030683,49.287089
-123.030406,49.287375
-123.030213,49.287546
-123.029848,49.28786
-123.029618,49.288057
-123.029451,49.28821
-123.029129,49.288524
-123.028656,49.288917
-123.028444,49.289084
-123.027899,49.289537
-123.027267,49.290041
-123.0268,49.290416
-123.026603,49.290598
-123.026464,49.290746
-123.026356,49.29089
-123.026272,49.29104
-123.026204,49.291203
-123.026172,49.291347
-123.02613,49.291611
-123.026114,49.291773
-123.026119,49.291928
-123.026139,49.292604
-123.026182,49.294225
-123.026194,49.295043
-123.026231,49.29617
-123.026242,49.29747
-123.026303,49.299508
-123.026356,49.301774
-123.026362,49.302226
-123.02636,49.302491
-123.026384,49.302802
-123.026411,49.303027
-123.02649,49.303271
-123.026603,49.30352
-123.026619,49.303855
-123.026623,49.303943
-123.02662,49.30403
-123.026601,49.304114
-123.026574,49.304197
-123.026533,49.304275
-123.026478,49.304359
-123.026411,49.304434
-123.026336,49.304509
-123.026246,49.304577
-123.026154,49.304635
-123.026027,49.304702
-123.025899,49.304757
-123.02576,49.304803
-123.02562,49.304837
-123.025446,49.304868
-123.024972,49.304939
-123.024812,49.304963
-123.024639,49.304987
-123.024586,49.305021
-123.023902,49.305064
-123.023543,49.305089
-123.02299,49.305121
-123.022399,49.305153
-123.021538,49.305194
-123.020059,49.305231
-123.019862,49.305236
-123.019712,49.305243
-123.019256,49.30529
-123.019072,49.30531
-123.019039,49.305315
-123.018894,49.305326
-123.018725,49.305337
-123.018625,49.305342
-123.018303,49.305342
-123.017851,49.305285
-123.017418,49.305216
-123.017105,49.305172
-123.016797,49.305155
-123.016623,49.305157
-123.016476,49.305168
-123.016082,49.305218
-123.015977,49.305234
-123.015307,49.305335
-123.014769,49.305416
-123.014408,49.30547
-123.014266,49.305491
-123.014062,49.305522
-123.014098,49.30561
-123.014126,49.305696
-123.014139,49.305732
-123.014211,49.305937
-123.014224,49.305977
-123.014279,49.306137
-123.014399,49.306487
-123.014558,49.306953
-123.014644,49.307174
-123.014698,49.307346
-123.014745,49.307541
-123.014759,49.307657
-123.014795,49.307751
-123.014795,49.307859
-123.01477,49.308437
-123.014768,49.308485
-123.014751,49.308991
-123.014733,49.309496
-123.014734,49.309982
-123.014735,49.310073
-123.014722,49.310717
-123.014647,49.31081
-123.014597,49.310879
-123.014567,49.310913
-123.014424,49.31101
-123.014162,49.311006
-123.013874,49.310994
-123.013497,49.310954
-123.013223,49.310911
-123.012528,49.310755
-123.012156,49.310661
-123.011782,49.310578
-123.011468,49.310527
-123.011225,49.310503
-123.010722,49.310495
-123.010282,49.310536
-123.010045,49.310582
-123.009753,49.310656
-123.009352,49.310795
-123.008971,49.310966
-123.008598,49.311173
-123.007508,49.311872
-123.005157,49.313383
-123.004727,49.31366
-123.004403,49.313812
-123.00401,49.314015
-123.003683,49.314162
-123.003316,49.314323
-123.001697,49.315039
-123.001384,49.315178
-123.001259,49.315233
-123.000643,49.315469
-123.000179,49.315612
-122.999689,49.315709
-122.999151,49.315771
-122.99875,49.315791
-122.998712,49.315791
-122.998338,49.315788
-122.998104,49.315786
-122.997754,49.315781
-122.996482,49.315761
-122.994143,49.315733
-122.993641,49.315727
-122.992096,49.31571
-122.991522,49.315703
-122.991005,49.315695
-122.987437,49.31564
-122.986192,49.31563
-122.985666,49.315625
-122.982221,49.315578
-122.9822,49.315578
-122.981401,49.315566
-122.981276,49.315564
-122.981153,49.315563
-122.98087,49.315561
-122.980197,49.315556
-122.97787,49.315624
-122.977393,49.315638
-122.977008,49.31565
-122.975613,49.315694
-122.975252,49.315705
-122.974588,49.315726
-122.973345,49.315768
-122.972448,49.315802
-122.971545,49.315833
-122.97096,49.315855
-122.970711,49.315862
-122.970045,49.315886
-122.969777,49.315894
-122.96955,49.315897
-122.969138,49.315899
-122.968974,49.315897
-122.968781,49.315899
-122.968766,49.315899
-122.967805,49.315905
-122.966947,49.315906
-122.965125,49.315892
-122.964909,49.315935
-122.961254,49.315901
-122.961169,49.3159
-122.958098,49.315876
-122.957458,49.315872
-122.957347,49.315872
-122.957159,49.31587
-122.955523,49.315856
-122.955244,49.315857
-122.953692,49.315836
-122.95357,49.315844
-122.953572,49.316808
-122.95357,49.317349
-122.953576,49.317656
-122.953576,49.31775
-122.95357,49.31857
-122.953561,49.318835
-122.953561,49.319588
-122.953545,49.320789
-122.953523,49.323068
-122.953422,49.32307
-122.953402,49.323071
-122.953317,49.323073
-122.952793,49.323064
-122.952169,49.323057
-122.952071,49.323056
-122.952071,49.323007
-122.952076,49.322782
-122.952077,49.32271
-122.949352,49.322668
-122.949351,49.32272
-122.949326,49.323566
-122.950006,49.323571
-122.949952,49.325756
-122.949264,49.325749
-122.949263,49.325813
-122.949259,49.326207
-122.949253,49.326712
-122.949253,49.326784
-122.950121,49.326784
-122.950121,49.326784
-122.950504,49.326784
-122.950603,49.326784
-122.950733,49.326786
-122.951624,49.326794
-122.95168,49.326793
-122.951725,49.326791
-122.951784,49.326784
-122.951843,49.326773
-122.951899,49.326761
-122.952019,49.326686
-122.95217,49.326536
-122.952395,49.326258
-122.952885,49.325657
-122.953264,49.325204
-122.953362,49.325087
-122.953441,49.324944
-122.953478,49.324812
-122.953521,49.323136
-122.953523,49.323068
-122.953545,49.320789
-122.953561,49.319588
-122.953561,49.318835
-122.95357,49.31857
-122.953576,49.31775
-122.953576,49.317656
-122.95357,49.317349
-122.953572,49.316808
-122.95357,49.315844
-122.953692,49.315836
-122.955244,49.315857
-122.955523,49.315856
-122.957159,49.31587
-122.957347,49.315872
-122.957458,49.315872
-122.958098,49.315876
-122.961169,49.3159
-122.961254,49.315901
-122.964909,49.315935
-122.965142,49.315968
-122.966948,49.315988
-122.967899,49.315996
-122.968498,49.315997
-122.968731,49.315995
-122.968759,49.315995
-122.968779,49.315994
-122.96889,49.315993
-122.96903,49.31599
-122.969123,49.315989
-122.969143,49.315989
-122.969973,49.315981
-122.970231,49.315972
-122.970756,49.315953
-122.970847,49.31595
-122.971022,49.315944
-122.974591,49.315818
-122.975534,49.315788
-122.977393,49.31573
-122.978169,49.315708
-122.978645,49.315693
-122.979622,49.315664
-122.980194,49.315646
-122.981156,49.315661
-122.981297,49.315662
-122.981422,49.315663
-122.982212,49.315669
-122.985683,49.315717
-122.987437,49.315743
-122.988955,49.315765
-122.991518,49.3158
-122.992392,49.315818
-122.992427,49.315818
-122.993147,49.315823
-122.993608,49.315826
-122.996482,49.315858
-122.997937,49.315877
-122.998104,49.315879
-122.998851,49.31588
-122.999503,49.315818
-123.00031,49.315673
-123.000411,49.315637
-123.000697,49.315535
-123.001176,49.315365
-123.001327,49.315312
-123.003372,49.314425
-123.004265,49.314037
-123.004632,49.313819
-123.004795,49.313733
-123.00563,49.313208
-123.00672,49.312508
-123.007602,49.311941
-123.008506,49.311381
-123.008917,49.311126
-123.009341,49.310925
-123.009726,49.31078
-123.010079,49.310686
-123.010285,49.310649
-123.010671,49.310607
-123.01099,49.310599
-123.011282,49.310612
-123.011619,49.310656
-123.012376,49.310815
-123.013273,49.311024
-123.013784,49.311103
-123.014175,49.311111
-123.014399,49.311113
-123.014602,49.311102
-123.014697,49.311093
-123.014705,49.310998
-123.014713,49.31091
-123.014722,49.310717
-123.014735,49.310073
-123.014734,49.309982
-123.014733,49.309496
-123.014751,49.308991
-123.014768,49.308485
-123.01477,49.308437
-123.014795,49.307859
-123.014795,49.307751
-123.014759,49.307657
-123.014745,49.307541
-123.014698,49.307346
-123.014644,49.307174
-123.014558,49.306953
-123.014399,49.306487
-123.014279,49.306137
-123.014224,49.305977
-123.014211,49.305937
-123.014139,49.305732
-123.014126,49.305696
-123.014098,49.30561
-123.015725,49.305349
-123.016004,49.30531
-123.016394,49.305279
-123.016756,49.305268
-123.017066,49.305275
-123.017405,49.305322
-123.017826,49.305378
-123.017921,49.30539
-123.018278,49.305425
-123.018565,49.305439
-123.018734,49.305436
-123.018767,49.305434
-123.018927,49.305429
-123.019065,49.305419
-123.019691,49.305331
-123.019728,49.305327
-123.019882,49.305316
-123.020229,49.305298
-123.021424,49.305281
-123.022295,49.305236
-123.02261,49.305221
-123.022694,49.305199
-123.023966,49.305109
-123.024284,49.305091
-123.02515,49.305068
-123.025281,49.305056
-123.025428,49.305041
-123.026153,49.30496
-123.026529,49.304928
-123.026866,49.304905
-123.027129,49.30489
-123.027272,49.304899
-123.028194,49.304873
-123.028332,49.304869
-123.028436,49.304866
-123.029014,49.304841
-123.030148,49.304805
-123.030265,49.304814
-123.030372,49.304822
-123.030531,49.304851
-123.030675,49.304877
-123.030917,49.304932
-123.031131,49.304987
-123.031182,49.305
-123.031442,49.305068
-123.031858,49.305198
-123.032014,49.305246
-123.032107,49.305273
-123.032224,49.305307
-123.033287,49.305598
-123.033494,49.305596
